Timestamp,Machine_ID,Operator_ID,Engine_Hours,Fuel_Used_L,Load_Cycles,Idling_Time_min,Seatbelt_Status,Proximity_Hazard,Safety_Alert_Triggered,Working_Condition,Incident_Logged,Unsafe_Operation,Task_Type,Weather,Operator_Skill,Machine_Age_yrs,Estimated_Time_min,Actual_Time_min
2025-06-05 08:30:00,LOD002,OP1009,3002.5,4.8,4,59.6,Fastened,No,No,Wet Ground,No,No,Trenching,Rainy,Intermediate,6,54.7,67.5
2025-06-05 09:00:00,EXC005,OP1006,4516.5,5.49,10,10.3,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,7,69.8,76.9
2025-06-05 09:30:00,LOD001,OP1008,3318.5,7.69,16,7.4,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Intermediate,4,37.9,36.5
2025-06-05 10:00:00,EXC001,OP1001,1898.1,5.42,9,26.1,Fastened,Yes,Yes,Slippery,No,Yes,Trenching,Rainy,Intermediate,2,55.1,66.1
2025-06-05 10:30:00,LOD002,OP1005,3004.2,8.09,16,39.0,Unfastened,No,Yes,Dry Ground,No,Yes,Material Loading,Sunny,Expert,6,28.4,27.4
2025-06-05 11:00:00,LOD002,OP1001,3005.6,7.27,14,29.0,Fastened,No,Yes,Reduced Visibility,No,No,Material Loading,Rainy,Expert,6,35.3,46.8
2025-06-05 11:30:00,EXC004,OP1010,1643.2,7.31,15,24.5,Fastened,No,No,Normal,No,No,Material Loading,Windy,Expert,5,32.9,43.4
2025-06-05 12:00:00,EXC005,OP1008,4518.3,8.32,19,21.4,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Expert,7,27.5,36.1
2025-06-05 12:30:00,LOD001,OP1008,3319.2,7.6,13,32.4,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,4,26.3,29.1
2025-06-05 13:00:00,EXC002,OP1001,2471.9,6.38,12,11.6,Unfastened,No,Yes,Dry Ground,No,Yes,Trenching,Sunny,Beginner,4,48.1,58.0
2025-06-05 13:30:00,EXC004,OP1009,1645.0,4.96,8,32.5,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,5,62.6,62.3
2025-06-05 14:00:00,EXC003,OP1002,2178.7,6.56,10,32.9,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Intermediate,3,30.3,33.3
2025-06-05 14:30:00,EXC001,OP1009,1900.1,6.39,11,34.8,Fastened,No,No,Slippery,No,No,Earth Excavation,Rainy,Intermediate,2,68.7,83.4
2025-06-05 15:00:00,EXC003,OP1001,2179.6,6.9,14,19.2,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Intermediate,3,29.4,29.8
2025-06-05 15:30:00,EXC001,OP1010,1901.0,5.15,7,31.2,Fastened,Yes,Yes,Dry Ground,Yes,Yes,Grading,Sunny,Expert,2,29.6,32.7
2025-06-05 16:00:00,EXC001,OP1009,1901.3,4.42,6,28.3,Fastened,Yes,Yes,Low Visibility,No,Yes,Demolition,Cloudy,Intermediate,2,96.5,103.0
2025-06-05 16:30:00,EXC001,OP1004,1903.1,5.6,8,62.6,Fastened,No,No,Normal,No,No,Demolition,Cloudy,Intermediate,2,85.5,94.4
2025-06-05 17:00:00,LOD002,OP1009,3006.1,5.64,9,29.1,Fastened,No,No,Normal,No,No,Earth Excavation,Windy,Expert,6,63.6,65.3
2025-06-05 17:30:00,EXC004,OP1007,1647.0,5.58,9,23.0,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Expert,5,84.2,83.2
2025-06-05 18:00:00,LOD002,OP1006,3007.4,6.49,12,29.8,Fastened,No,No,Low Visibility,No,No,Grading,Cloudy,Beginner,6,48.3,58.4
2025-06-05 18:30:00,EXC003,OP1005,2181.6,8.78,18,33.3,Fastened,No,No,Normal,No,No,Material Loading,Windy,Expert,3,30.8,47.0
2025-06-05 19:00:00,EXC003,OP1009,2183.2,5.66,9,12.8,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,3,58.5,63.1
2025-06-05 19:30:00,EXC004,OP1002,1647.4,4.18,5,22.5,Fastened,Yes,Yes,Dry Ground,Yes,Yes,Demolition,Sunny,Expert,5,79.4,89.2
2025-06-05 20:00:00,EXC003,OP1002,2185.1,5.63,11,36.1,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,3,58.4,70.1
2025-06-05 20:30:00,EXC001,OP1009,1903.4,5.91,9,45.8,Fastened,Yes,Yes,Reduced Visibility,No,Yes,Grading,Rainy,Intermediate,2,41.8,52.1
2025-06-05 21:00:00,EXC005,OP1003,4519.6,6.12,11,24.3,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Expert,7,52.6,57.9
2025-06-05 21:30:00,EXC002,OP1008,2472.5,8.25,16,45.1,Fastened,No,No,Normal,No,No,Material Loading,Windy,Intermediate,4,34.0,45.4
2025-06-05 22:00:00,EXC005,OP1009,4521.6,5.98,9,35.4,Fastened,No,No,Slippery,No,No,Trenching,Rainy,Intermediate,7,57.5,63.3
2025-06-05 22:30:00,EXC005,OP1008,4523.9,5.72,9,33.9,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,7,62.6,66.5
2025-06-05 23:00:00,EXC001,OP1004,1904.9,5.06,9,28.8,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,2,60.4,63.9
2025-06-05 23:30:00,EXC001,OP1001,1906.3,4.16,4,37.6,Fastened,No,No,Normal,No,No,Trenching,Sunny,Expert,2,34.9,46.2
2025-06-06 00:00:00,LOD001,OP1004,3321.1,5.04,9,14.1,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,4,66.9,69.9
2025-06-06 00:30:00,EXC004,OP1009,1647.6,9.41,17,48.5,Unfastened,Yes,Yes,Reduced Visibility,Yes,Yes,Material Loading,Rainy,Beginner,5,47.1,70.7
2025-06-06 01:00:00,EXC001,OP1002,1908.6,7.88,15,42.1,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Intermediate,2,35.2,43.1
2025-06-06 01:30:00,LOD002,OP1003,3008.0,6.42,12,24.6,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,6,36.3,35.7
2025-06-06 02:00:00,EXC001,OP1010,1911.1,6.42,10,57.7,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Beginner,2,40.3,53.1
2025-06-06 02:30:00,EXC005,OP1008,4525.8,6.13,12,2.0,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,7,66.3,67.9
2025-06-06 03:00:00,LOD002,OP1006,3010.0,5.48,8,26.5,Fastened,No,No,Normal,No,No,Trenching,Cloudy,Expert,6,44.7,48.5
2025-06-06 03:30:00,EXC002,OP1008,2474.2,6.39,11,22.8,Fastened,No,No,Normal,No,No,Trenching,Cloudy,Intermediate,4,38.9,42.1
2025-06-06 04:00:00,EXC001,OP1007,1912.4,4.75,5,32.2,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Intermediate,2,94.6,94.3
2025-06-06 04:30:00,EXC001,OP1005,1913.9,4.08,5,22.6,Fastened,No,Yes,Strong Wind,No,No,Demolition,Windy,Intermediate,2,102.8,117.5
2025-06-06 05:00:00,EXC002,OP1009,2474.5,6.75,11,39.6,Fastened,No,No,Normal,No,No,Trenching,Cloudy,Beginner,4,58.6,71.6
2025-06-06 05:30:00,EXC001,OP1004,1915.5,6.49,11,35.1,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Beginner,2,73.8,77.2
2025-06-06 06:00:00,EXC005,OP1006,4527.4,4.87,7,12.3,Fastened,No,No,Low Visibility,No,No,Demolition,Cloudy,Expert,7,92.1,88.2
2025-06-06 06:30:00,EXC001,OP1002,1917.8,4.48,8,2.0,Fastened,Yes,Yes,Normal,No,Yes,Demolition,Sunny,Expert,2,78.4,80.3
2025-06-06 07:00:00,EXC004,OP1002,1649.0,3.6,2,30.3,Fastened,No,No,Normal,No,No,Demolition,Sunny,Intermediate,5,94.2,103.6
2025-06-06 07:30:00,LOD002,OP1002,3010.4,5.67,10,19.0,Fastened,No,No,Normal,No,No,Grading,Cloudy,Intermediate,6,36.2,34.3
2025-06-06 08:00:00,LOD001,OP1010,3322.0,6.39,11,47.3,Fastened,No,No,Dusty,No,No,Material Loading,Windy,Expert,4,34.7,49.2
2025-06-06 08:30:00,EXC005,OP1007,4529.1,6.97,11,26.3,Fastened,No,Yes,Reduced Visibility,No,No,Earth Excavation,Rainy,Intermediate,7,74.4,96.3
2025-06-06 09:00:00,EXC002,OP1002,2475.2,7.39,14,30.2,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,4,30.7,31.1
2025-06-06 09:30:00,EXC005,OP1002,4530.0,6.87,13,13.0,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Expert,7,25.8,26.7
2025-06-06 10:00:00,EXC004,OP1009,1651.1,7.83,16,25.4,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Expert,5,25.2,30.0
2025-06-06 10:30:00,EXC003,OP1007,2186.7,8.18,15,47.8,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Intermediate,3,27.5,20.9
2025-06-06 11:00:00,EXC001,OP1003,1919.1,5.42,9,26.7,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Intermediate,2,65.3,66.0
2025-06-06 11:30:00,LOD002,OP1003,3011.3,4.06,5,30.7,Fastened,No,No,Low Visibility,Yes,No,Trenching,Cloudy,Beginner,6,58.3,62.6
2025-06-06 12:00:00,EXC003,OP1007,2188.6,5.69,10,26.5,Fastened,Yes,Yes,Dry Ground,No,Yes,Trenching,Sunny,Intermediate,3,47.1,46.3
2025-06-06 12:30:00,EXC002,OP1005,2476.1,6.58,11,30.8,Fastened,No,No,Low Visibility,No,No,Earth Excavation,Cloudy,Expert,4,60.2,62.6
2025-06-06 13:00:00,EXC003,OP1010,2190.4,4.37,4,51.6,Fastened,No,Yes,Reduced Visibility,No,No,Trenching,Rainy,Intermediate,3,50.9,70.7
2025-06-06 13:30:00,EXC003,OP1006,2190.8,4.87,8,37.8,Fastened,No,No,Normal,No,No,Grading,Sunny,Intermediate,3,30.5,34.6
2025-06-06 14:00:00,LOD001,OP1008,3324.2,5.61,9,30.2,Fastened,No,No,Slippery,No,No,Grading,Rainy,Intermediate,4,43.9,56.3
2025-06-06 14:30:00,LOD001,OP1009,3325.6,3.2,4,17.8,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,4,46.6,46.3
2025-06-06 15:00:00,LOD001,OP1001,3326.8,6.84,13,28.2,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Beginner,4,39.5,42.6
2025-06-06 15:30:00,EXC001,OP1003,1920.7,8.08,14,49.8,Fastened,No,No,Slippery,No,No,Earth Excavation,Rainy,Expert,2,64.6,85.6
2025-06-06 16:00:00,EXC003,OP1007,2192.4,9.07,21,31.6,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Intermediate,3,31.6,29.1
2025-06-06 16:30:00,EXC004,OP1006,1651.6,5.56,8,24.9,Fastened,No,Yes,Strong Wind,No,No,Trenching,Windy,Intermediate,5,51.6,65.8
2025-06-06 17:00:00,EXC001,OP1007,1922.7,4.68,4,34.3,Fastened,No,No,Dry Ground,Yes,No,Trenching,Sunny,Intermediate,2,50.1,50.7
2025-06-06 17:30:00,EXC002,OP1008,2476.9,4.95,6,20.3,Fastened,No,No,Normal,No,No,Demolition,Cloudy,Expert,4,85.9,95.2
2025-06-06 18:00:00,LOD001,OP1006,3329.0,7.72,15,36.7,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Intermediate,4,34.3,45.7
2025-06-06 18:30:00,EXC001,OP1003,1924.8,6.45,13,26.8,Fastened,No,No,Normal,No,No,Earth Excavation,Cloudy,Intermediate,2,64.0,62.6
2025-06-06 19:00:00,EXC004,OP1002,1652.6,7.14,14,17.8,Fastened,No,No,Wet Ground,No,No,Earth Excavation,Rainy,Intermediate,5,67.4,78.0
2025-06-06 19:30:00,EXC002,OP1007,2479.0,8.45,18,21.9,Fastened,No,No,Wet Ground,No,No,Material Loading,Rainy,Intermediate,4,31.9,35.3
2025-06-06 20:00:00,EXC001,OP1001,1925.8,5.45,7,37.7,Fastened,No,Yes,Reduced Visibility,Yes,No,Trenching,Rainy,Expert,2,47.4,64.2
2025-06-06 20:30:00,EXC002,OP1003,2479.4,4.81,7,18.7,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Intermediate,4,92.1,92.2
2025-06-06 21:00:00,LOD002,OP1004,3013.8,5.94,10,15.3,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Expert,6,25.8,21.2
2025-06-06 21:30:00,LOD001,OP1001,3330.7,4.81,7,32.4,Fastened,No,No,Low Visibility,No,No,Grading,Cloudy,Expert,4,37.0,41.7
2025-06-06 22:00:00,LOD002,OP1005,3015.0,6.66,11,26.6,Unfastened,No,Yes,Low Visibility,No,Yes,Material Loading,Cloudy,Expert,6,25.0,31.3
2025-06-06 22:30:00,EXC004,OP1010,1653.7,4.03,5,28.9,Fastened,No,Yes,Strong Wind,No,No,Trenching,Windy,Intermediate,5,50.4,62.8
2025-06-06 23:00:00,EXC001,OP1003,1926.7,4.33,5,40.2,Fastened,No,No,Normal,No,No,Trenching,Sunny,Intermediate,2,43.3,45.4
2025-06-06 23:30:00,EXC004,OP1002,1656.1,5.4,5,57.7,Fastened,No,No,Normal,No,No,Trenching,Sunny,Intermediate,5,51.7,63.1
2025-06-07 00:00:00,EXC004,OP1003,1656.6,8.62,17,23.2,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Beginner,5,44.9,48.4
2025-06-07 00:30:00,LOD001,OP1008,3331.7,5.77,7,48.6,Fastened,Yes,Yes,Slippery,No,Yes,Earth Excavation,Rainy,Expert,4,63.7,83.4
2025-06-07 01:00:00,EXC001,OP1006,1928.0,4.36,6,20.4,Fastened,No,No,Normal,No,No,Demolition,Windy,Expert,2,91.8,98.6
2025-06-07 01:30:00,EXC004,OP1007,1657.9,5.59,10,10.0,Fastened,Yes,Yes,Dry Ground,No,Yes,Trenching,Sunny,Intermediate,5,51.1,57.5
2025-06-07 02:00:00,EXC001,OP1006,1929.3,5.3,11,6.5,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,2,63.9,71.4
2025-06-07 02:30:00,EXC003,OP1006,2193.1,7.23,15,21.8,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Beginner,3,73.4,81.4
2025-06-07 03:00:00,LOD001,OP1003,3332.2,5.86,10,50.0,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,4,57.1,55.1
2025-06-07 03:30:00,EXC004,OP1008,1658.7,7.49,12,36.8,Fastened,No,Yes,Strong Wind,No,No,Trenching,Windy,Expert,5,49.5,62.2
2025-06-07 04:00:00,EXC003,OP1007,2195.4,5.9,8,22.2,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,3,62.9,65.5
2025-06-07 04:30:00,EXC003,OP1007,2195.8,7.49,15,54.2,Unfastened,No,Yes,Normal,No,Yes,Earth Excavation,Sunny,Beginner,3,70.4,73.2
2025-06-07 05:00:00,EXC004,OP1006,1660.7,6.02,12,21.1,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,5,31.3,32.6
2025-06-07 05:30:00,LOD001,OP1005,3334.1,8.92,18,24.0,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Expert,4,28.9,31.4
2025-06-07 06:00:00,LOD002,OP1010,3017.1,6.39,10,49.6,Unfastened,No,Yes,Reduced Visibility,No,Yes,Earth Excavation,Rainy,Intermediate,6,72.4,80.6
2025-06-07 06:30:00,LOD002,OP1008,3019.3,8.97,17,33.1,Unfastened,No,Yes,Dry Ground,Yes,Yes,Material Loading,Sunny,Expert,6,27.6,30.6
2025-06-07 07:00:00,LOD001,OP1005,3335.0,7.45,13,38.0,Unfastened,No,Yes,Dry Ground,No,Yes,Grading,Sunny,Expert,4,29.8,44.0
2025-06-07 07:30:00,EXC003,OP1009,2196.5,4.17,5,26.9,Fastened,Yes,Yes,Normal,No,Yes,Demolition,Windy,Intermediate,3,101.6,110.7
2025-06-07 08:00:00,EXC005,OP1009,4531.2,8.67,17,24.3,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Beginner,7,36.4,38.1
2025-06-07 08:30:00,EXC003,OP1001,2197.3,6.61,11,43.7,Fastened,No,No,Slippery,Yes,No,Earth Excavation,Rainy,Intermediate,3,68.7,81.9
2025-06-07 09:00:00,EXC002,OP1006,2481.3,5.0,6,40.8,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,4,36.7,40.3
2025-06-07 09:30:00,LOD001,OP1007,3336.6,8.11,16,29.0,Fastened,No,No,Normal,No,No,Material Loading,Cloudy,Expert,4,29.1,30.6
2025-06-07 10:00:00,EXC001,OP1003,1931.5,6.1,9,40.2,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,2,62.7,69.0
2025-06-07 10:30:00,LOD002,OP1007,3019.7,4.95,5,31.2,Fastened,Yes,Yes,Normal,No,Yes,Demolition,Sunny,Beginner,6,109.6,117.2
2025-06-07 11:00:00,EXC004,OP1007,1663.0,5.15,5,23.0,Fastened,No,No,Normal,No,No,Trenching,Cloudy,Intermediate,5,50.5,54.1
2025-06-07 11:30:00,EXC005,OP1002,4532.1,4.94,7,11.1,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Intermediate,7,95.5,95.1
2025-06-07 12:00:00,EXC005,OP1007,4533.4,5.42,7,17.5,Fastened,No,No,Normal,No,No,Grading,Cloudy,Intermediate,7,38.0,49.7
2025-06-07 12:30:00,LOD002,OP1001,3020.9,6.8,11,24.6,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,6,32.6,40.5
2025-06-07 13:00:00,EXC005,OP1005,4535.4,5.17,7,16.0,Fastened,No,No,Normal,No,No,Grading,Cloudy,Intermediate,7,39.7,39.5
2025-06-07 13:30:00,EXC005,OP1009,4536.6,6.61,13,13.7,Fastened,Yes,Yes,Normal,No,Yes,Material Loading,Windy,Intermediate,7,38.3,56.9
2025-06-07 14:00:00,EXC001,OP1007,1933.9,8.45,16,40.4,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,2,33.7,42.1
2025-06-07 14:30:00,EXC004,OP1007,1665.2,5.63,9,17.9,Fastened,Yes,Yes,Normal,No,Yes,Demolition,Sunny,Intermediate,5,94.4,104.5
2025-06-07 15:00:00,EXC001,OP1002,1936.1,5.9,12,22.9,Unfastened,No,Yes,Slippery,No,Yes,Grading,Rainy,Intermediate,2,36.8,41.8
2025-06-07 15:30:00,LOD001,OP1008,3337.0,5.3,6,37.7,Fastened,No,No,Low Visibility,No,No,Demolition,Cloudy,Expert,4,88.8,95.2
2025-06-07 16:00:00,EXC004,OP1003,1667.4,3.59,6,3.7,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Beginner,5,110.3,112.3
2025-06-07 16:30:00,EXC005,OP1008,4538.5,5.17,6,29.5,Fastened,No,No,Low Visibility,No,No,Demolition,Cloudy,Beginner,7,114.7,111.3
2025-06-07 17:00:00,EXC001,OP1003,1936.6,5.41,11,5.9,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Intermediate,2,38.0,42.7
2025-06-07 17:30:00,EXC001,OP1010,1937.0,8.46,17,41.1,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Beginner,2,34.1,46.0
2025-06-07 18:00:00,LOD001,OP1007,3337.4,5.7,11,23.5,Fastened,No,Yes,Strong Wind,No,No,Earth Excavation,Windy,Intermediate,4,62.6,81.9
2025-06-07 18:30:00,EXC001,OP1002,1937.2,5.87,11,26.6,Fastened,No,No,Wet Ground,Yes,No,Grading,Rainy,Expert,2,34.3,41.4
2025-06-07 19:00:00,EXC001,OP1004,1938.7,3.49,4,18.0,Fastened,No,No,Normal,No,No,Trenching,Cloudy,Intermediate,2,38.6,43.5
2025-06-07 19:30:00,EXC001,OP1006,1941.1,5.95,10,34.4,Fastened,No,No,Normal,No,No,Trenching,Sunny,Intermediate,2,47.2,49.4
2025-06-07 20:00:00,LOD002,OP1009,3022.1,6.64,12,31.4,Fastened,No,No,Dry Ground,No,No,Earth Excavation,Sunny,Intermediate,6,63.4,65.5
2025-06-07 20:30:00,LOD001,OP1005,3338.9,4.86,4,55.3,Unfastened,Yes,Yes,Slippery,No,Yes,Demolition,Rainy,Intermediate,4,110.2,125.8
2025-06-07 21:00:00,EXC003,OP1009,2199.8,5.7,9,25.7,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Intermediate,3,95.0,95.9
2025-06-07 21:30:00,EXC002,OP1005,2482.1,6.29,11,33.8,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,4,29.7,31.1
2025-06-07 22:00:00,EXC003,OP1010,2201.9,5.66,9,30.3,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Expert,3,25.3,28.5
2025-06-07 22:30:00,LOD001,OP1008,3340.3,8.8,17,43.7,Fastened,No,No,Low Visibility,No,No,Material Loading,Cloudy,Intermediate,4,29.8,28.7
2025-06-07 23:00:00,EXC005,OP1001,4540.1,6.67,15,14.6,Unfastened,No,Yes,Dry Ground,Yes,Yes,Material Loading,Sunny,Intermediate,7,37.8,34.6
2025-06-07 23:30:00,EXC002,OP1007,2483.1,4.2,4,27.5,Fastened,Yes,Yes,Normal,No,Yes,Trenching,Sunny,Expert,4,41.7,53.9
2025-06-08 00:00:00,EXC002,OP1004,2484.6,5.39,8,39.0,Fastened,No,Yes,Reduced Visibility,No,No,Trenching,Rainy,Expert,4,47.6,66.1
2025-06-08 00:30:00,EXC001,OP1005,1941.5,4.77,10,22.5,Unfastened,No,Yes,Low Visibility,No,Yes,Trenching,Cloudy,Expert,2,43.4,48.0
2025-06-08 01:00:00,EXC005,OP1006,4542.0,7.61,15,26.3,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,7,27.3,24.0
2025-06-08 01:30:00,LOD001,OP1005,3341.2,9.43,21,39.3,Fastened,No,Yes,Reduced Visibility,No,No,Material Loading,Rainy,Intermediate,4,34.7,51.6
2025-06-08 02:00:00,EXC002,OP1001,2486.8,4.32,5,32.1,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Expert,4,39.6,46.3
2025-06-08 02:30:00,EXC001,OP1009,1942.5,3.49,1,42.7,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Intermediate,2,88.6,89.3
2025-06-08 03:00:00,EXC001,OP1002,1943.1,5.64,8,33.7,Unfastened,No,Yes,Low Visibility,No,Yes,Earth Excavation,Cloudy,Intermediate,2,62.2,67.1
2025-06-08 03:30:00,LOD002,OP1009,3023.9,3.87,2,22.4,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Expert,6,43.1,47.1
2025-06-08 04:00:00,EXC002,OP1010,2487.4,7.28,13,22.5,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,4,43.0,35.2
2025-06-08 04:30:00,LOD001,OP1002,3343.1,6.44,11,48.2,Fastened,No,No,Wet Ground,No,No,Earth Excavation,Rainy,Expert,4,63.5,84.0
2025-06-08 05:00:00,EXC005,OP1009,4544.4,7.12,12,22.7,Fastened,No,No,Dusty,No,No,Trenching,Windy,Expert,7,47.0,55.1
2025-06-08 05:30:00,EXC003,OP1006,2203.9,5.51,11,16.3,Fastened,Yes,Yes,Normal,No,Yes,Earth Excavation,Cloudy,Expert,3,58.6,59.7
2025-06-08 06:00:00,EXC002,OP1009,2487.6,7.24,12,37.8,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Beginner,4,35.1,42.6
2025-06-08 06:30:00,EXC001,OP1006,1944.7,3.86,3,30.6,Fastened,No,No,Dry Ground,No,No,Trenching,Sunny,Intermediate,2,46.9,48.8
2025-06-08 07:00:00,EXC005,OP1006,4546.2,5.28,9,2.0,Fastened,No,No,Dry Ground,No,No,Grading,Sunny,Expert,7,32.6,36.9
2025-06-08 07:30:00,LOD001,OP1002,3345.2,7.67,17,18.3,Fastened,No,No,Normal,No,No,Material Loading,Sunny,Expert,4,31.9,31.9
2025-06-08 08:00:00,EXC005,OP1008,4546.6,7.08,11,34.0,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,7,65.8,75.1
2025-06-08 08:30:00,EXC004,OP1003,1668.7,4.54,6,32.9,Fastened,No,No,Low Visibility,No,No,Grading,Cloudy,Intermediate,5,35.8,36.0
2025-06-08 09:00:00,EXC001,OP1007,1946.1,6.19,13,3.9,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Expert,2,53.6,60.0
2025-06-08 09:30:00,LOD002,OP1005,3024.5,7.02,12,37.4,Fastened,No,No,Normal,No,No,Grading,Sunny,Intermediate,6,38.3,43.5
2025-06-08 10:00:00,LOD001,OP1003,3346.1,3.9,5,32.4,Fastened,No,No,Normal,No,No,Demolition,Cloudy,Intermediate,4,94.8,100.3
2025-06-08 10:30:00,EXC002,OP1001,2488.9,4.39,6,13.4,Unfastened,No,Yes,Dry Ground,No,Yes,Trenching,Sunny,Intermediate,4,41.0,44.2
2025-06-08 11:00:00,LOD002,OP1008,3026.6,3.38,2,36.3,Fastened,No,Yes,Strong Wind,Yes,No,Demolition,Windy,Intermediate,6,103.9,120.9
2025-06-08 11:30:00,EXC005,OP1003,4548.9,6.87,11,22.3,Fastened,No,No,Normal,No,No,Grading,Sunny,Expert,7,32.6,33.3
2025-06-08 12:00:00,EXC004,OP1002,1670.4,6.02,5,52.9,Fastened,No,No,Wet Ground,No,No,Demolition,Rainy,Intermediate,5,110.7,119.9
2025-06-08 12:30:00,LOD001,OP1001,3347.2,5.34,8,38.2,Fastened,No,No,Dusty,No,No,Material Loading,Windy,Intermediate,4,33.8,37.0
2025-06-08 13:00:00,LOD001,OP1004,3348.0,5.63,8,45.3,Fastened,No,No,Wet Ground,No,No,Earth Excavation,Rainy,Beginner,4,84.5,98.5
2025-06-08 13:30:00,EXC005,OP1008,4551.4,5.6,8,27.5,Fastened,Yes,Yes,Normal,No,Yes,Demolition,Sunny,Intermediate,7,103.9,109.0
2025-06-08 14:00:00,EXC001,OP1003,1948.5,5.98,11,49.6,Fastened,No,No,Dusty,No,No,Earth Excavation,Windy,Intermediate,2,69.9,83.4
2025-06-08 14:30:00,EXC003,OP1001,2206.3,5.99,9,20.9,Fastened,Yes,Yes,Dry Ground,No,Yes,Earth Excavation,Sunny,Expert,3,54.6,56.5
2025-06-08 15:00:00,LOD002,OP1004,3028.6,6.91,12,38.6,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,6,64.9,64.5
2025-06-08 15:30:00,EXC002,OP1009,2489.8,3.87,5,13.1,Fastened,No,No,Dry Ground,Yes,No,Trenching,Sunny,Intermediate,4,47.2,48.6
2025-06-08 16:00:00,EXC003,OP1001,2208.3,6.91,13,20.0,Fastened,No,No,Dry Ground,No,No,Material Loading,Sunny,Intermediate,3,31.7,28.5
2025-06-08 16:30:00,EXC003,OP1002,2209.5,5.27,9,13.9,Unfastened,No,Yes,Normal,No,Yes,Grading,Sunny,Intermediate,3,31.3,40.7
2025-06-08 17:00:00,EXC003,OP1009,2210.4,6.27,11,27.2,Fastened,No,No,Dry Ground,No,No,Demolition,Sunny,Intermediate,3,95.9,103.0
2025-06-08 17:30:00,EXC005,OP1002,4553.3,8.63,16,37.0,Fastened,No,No,Normal,No,No,Earth Excavation,Sunny,Intermediate,7,57.3,69.4
