Task_ID,Task_Type,Weather,Operator_Skill,Machine_Age_yrs,Estimated_Time_min,Actual_Time_min
T0918,Demolition,Sunny,Expert,5,95.6,98.1
T0919,Grading,Cloudy,Intermediate,6,44.1,57.0
T0920,Earth Excavation,Cloudy,Intermediate,3,62.7,74.2
T0921,Demolition,Windy,Expert,2,90.8,85.7
T0922,Material Loading,Sunny,Beginner,7,28.7,45.6
T0923,Demolition,Cloudy,Intermediate,5,90.2,96.9
T0924,Grading,Sunny,Intermediate,9,38.9,50.8
T0925,Trenching,Windy,Intermediate,3,46.2,56.6
T0926,Earth Excavation,Sunny,Beginner,8,71.0,91.3
T0927,Earth Excavation,Rainy,Intermediate,6,62.4,85.4
T0928,Material Loading,Cloudy,Intermediate,4,26.7,36.5
T0929,Material Loading,Cloudy,Intermediate,9,36.5,43.2
T0930,Earth Excavation,Sunny,Intermediate,5,64.3,64.0
T0931,Earth Excavation,Windy,Intermediate,10,63.6,81.9
T0932,Grading,Sunny,Beginner,6,44.4,60.1
T0933,Demolition,Rainy,Intermediate,9,88.8,106.9
T0934,Material Loading,Sunny,Beginner,7,37.2,47.4
T0935,Earth Excavation,Sunny,Expert,5,61.6,67.2
T0936,Earth Excavation,Rainy,Intermediate,2,58.1,67.7
T0937,Earth Excavation,Sunny,Intermediate,4,69.2,82.9
T0938,Demolition,Sunny,Expert,2,93.2,84.2
T0939,Earth Excavation,Sunny,Intermediate,3,60.6,66.5
T0940,Material Loading,Sunny,Intermediate,10,34.0,42.0
T0941,Earth Excavation,Cloudy,Expert,3,62.3,56.5
T0942,Material Loading,Windy,Expert,4,30.6,41.4
T0943,Material Loading,Sunny,Intermediate,6,36.9,40.8
T0944,Grading,Sunny,Beginner,3,36.8,46.2
T0945,Earth Excavation,Sunny,Intermediate,10,68.1,83.9
T0946,Earth Excavation,Sunny,Expert,1,61.1,55.5
T0947,Earth Excavation,Cloudy,Beginner,1,63.1,81.5
T0948,Demolition,Rainy,Intermediate,9,98.5,115.5
T0949,Demolition,Sunny,Expert,9,99.5,108.7
T0950,Material Loading,Sunny,Beginner,5,34.0,46.5
T0951,Material Loading,Sunny,Expert,9,31.9,37.6
T0952,Material Loading,Cloudy,Intermediate,7,33.0,39.0
T0953,Earth Excavation,Windy,Intermediate,9,64.4,87.3
T0954,Demolition,Sunny,Beginner,7,91.8,99.4
T0955,Trenching,Sunny,Expert,9,47.3,49.9
T0956,Trenching,Cloudy,Intermediate,2,46.5,50.6
T0957,Material Loading,Windy,Intermediate,8,31.1,43.1
T0958,Earth Excavation,Sunny,Intermediate,7,60.0,62.9
T0959,Earth Excavation,Sunny,Expert,6,57.9,57.1
T0960,Grading,Sunny,Expert,5,38.9,41.5
T0961,Earth Excavation,Rainy,Intermediate,4,63.0,80.4
T0962,Material Loading,Sunny,Intermediate,7,32.5,34.1
T0963,Earth Excavation,Sunny,Expert,3,64.5,67.6
T0964,Trenching,Rainy,Intermediate,8,46.0,68.7
T0965,Trenching,Sunny,Intermediate,2,47.1,46.7
T0966,Trenching,Cloudy,Beginner,1,45.7,56.0
T0967,Grading,Sunny,Expert,2,33.8,33.2
T0968,Trenching,Sunny,Intermediate,9,48.0,56.7
T0969,Material Loading,Rainy,Intermediate,5,30.8,43.1
T0970,Material Loading,Sunny,Intermediate,8,34.8,39.1
T0971,Material Loading,Windy,Intermediate,3,33.3,41.8
T0972,Demolition,Rainy,Intermediate,7,92.2,105.2
T0973,Grading,Sunny,Beginner,2,33.9,50.4
T0974,Earth Excavation,Cloudy,Intermediate,8,64.4,71.2
T0975,Earth Excavation,Sunny,Intermediate,7,58.5,66.5
T0976,Earth Excavation,Windy,Intermediate,5,62.6,69.8
T0977,Material Loading,Sunny,Expert,4,36.7,33.5
T0978,Earth Excavation,Rainy,Expert,1,58.4,66.4
T0979,Material Loading,Sunny,Expert,5,32.0,35.0
T0980,Material Loading,Sunny,Beginner,9,37.6,48.4
T0981,Trenching,Cloudy,Intermediate,10,52.3,61.5
T0982,Grading,Cloudy,Intermediate,4,37.2,49.4
T0983,Earth Excavation,Sunny,Expert,9,64.3,66.6
T0984,Earth Excavation,Sunny,Expert,2,57.3,58.8
T0985,Grading,Cloudy,Expert,4,38.5,38.2
T0986,Material Loading,Windy,Intermediate,9,30.5,39.8
T0987,Grading,Sunny,Intermediate,4,30.8,38.1
T0988,Trenching,Rainy,Intermediate,5,50.5,63.7
T0989,Earth Excavation,Sunny,Intermediate,8,65.2,76.6
T0990,Grading,Cloudy,Beginner,1,38.1,52.7
T0991,Grading,Sunny,Expert,1,33.3,27.2
T0992,Grading,Sunny,Intermediate,9,40.9,44.0
T0993,Earth Excavation,Cloudy,Intermediate,9,63.2,70.2
T0994,Material Loading,Sunny,Beginner,4,31.0,43.7
T0995,Trenching,Rainy,Expert,2,48.9,56.9
T0996,Earth Excavation,Sunny,Intermediate,9,64.1,72.1
T0997,Demolition,Sunny,Intermediate,4,89.9,99.9
T0998,Earth Excavation,Sunny,Expert,6,58.9,61.2
T0999,Demolition,Rainy,Intermediate,1,91.6,108.3
T1000,Trenching,Sunny,Intermediate,9,52.7,64.6
T1001,Earth Excavation,Rainy,Beginner,5,60.2,80.8
T1002,Material Loading,Cloudy,Intermediate,3,33.6,45.2
T1003,Demolition,Cloudy,Expert,4,89.2,91.4
T1004,Grading,Sunny,Expert,1,37.7,32.0
T1005,Grading,Sunny,Intermediate,9,39.6,50.1
T1006,Material Loading,Sunny,Intermediate,8,34.8,42.0
T1007,Grading,Sunny,Intermediate,4,34.9,36.2
T1008,Grading,Sunny,Beginner,2,37.1,53.9
T1009,Earth Excavation,Cloudy,Intermediate,9,62.7,70.9
T1010,Material Loading,Sunny,Intermediate,4,30.8,32.9
T1011,Earth Excavation,Sunny,Intermediate,9,59.9,60.1
T1012,Demolition,Sunny,Expert,10,92.7,90.9
T1013,Demolition,Cloudy,Intermediate,3,89.9,95.6
T1014,Earth Excavation,Sunny,Intermediate,7,64.4,72.6
T1015,Grading,Cloudy,Intermediate,7,40.3,47.2
T1016,Demolition,Sunny,Expert,10,93.2,96.2
T1017,Earth Excavation,Windy,Intermediate,4,61.5,69.0
T1018,Material Loading,Windy,Beginner,2,36.1,47.5
T1019,Demolition,Sunny,Intermediate,9,94.9,104.7
T1020,Earth Excavation,Sunny,Expert,4,60.4,65.0
T1021,Grading,Sunny,Intermediate,8,34.0,49.7
T1022,Trenching,Sunny,Expert,2,43.4,40.6
T1023,Demolition,Cloudy,Expert,8,91.3,99.6
T1024,Demolition,Cloudy,Expert,10,100.9,105.5
T1025,Demolition,Cloudy,Intermediate,5,90.0,95.4
T1026,Material Loading,Cloudy,Intermediate,7,33.7,40.3
T1027,Demolition,Sunny,Beginner,7,94.6,107.6
T1028,Grading,Sunny,Expert,9,42.8,42.6
T1029,Trenching,Cloudy,Intermediate,3,46.5,55.0
T1030,Grading,Sunny,Intermediate,10,38.5,48.2
T1031,Earth Excavation,Cloudy,Intermediate,4,60.3,67.2
T1032,Material Loading,Sunny,Intermediate,10,36.1,39.6
T1033,Earth Excavation,Sunny,Intermediate,4,59.9,67.5
T1034,Earth Excavation,Windy,Intermediate,10,61.7,71.6
T1035,Earth Excavation,Sunny,Intermediate,5,61.0,65.6
T1036,Grading,Windy,Expert,6,34.0,33.4
T1037,Trenching,Windy,Intermediate,3,52.1,60.6
T1038,Grading,Cloudy,Intermediate,4,38.8,40.2
T1039,Earth Excavation,Cloudy,Intermediate,3,66.4,76.0
T1040,Trenching,Rainy,Intermediate,2,47.5,62.5
T1041,Material Loading,Cloudy,Expert,10,39.6,48.8
T1042,Grading,Sunny,Intermediate,9,40.6,48.3
T1043,Trenching,Rainy,Intermediate,1,47.7,64.4
T1044,Material Loading,Rainy,Intermediate,2,24.6,35.9
T1045,Demolition,Sunny,Expert,8,91.3,96.8
T1046,Material Loading,Sunny,Intermediate,7,33.6,30.2
T1047,Earth Excavation,Sunny,Expert,1,60.7,55.3
T1048,Earth Excavation,Rainy,Beginner,5,62.3,76.4
T1049,Demolition,Cloudy,Intermediate,10,96.4,113.0
T1050,Earth Excavation,Sunny,Intermediate,6,64.5,74.9
T1051,Demolition,Windy,Expert,5,95.1,108.1
T1052,Material Loading,Cloudy,Intermediate,4,34.0,38.3
T1053,Demolition,Cloudy,Expert,1,94.1,97.6
T1054,Grading,Rainy,Intermediate,7,42.1,61.6
T1055,Demolition,Cloudy,Intermediate,9,95.0,101.0
T1056,Trenching,Sunny,Beginner,6,54.2,71.4
T1057,Grading,Cloudy,Expert,3,40.6,40.4
T1058,Trenching,Sunny,Intermediate,10,47.6,62.1
T1059,Material Loading,Windy,Expert,4,33.2,35.7
T1060,Material Loading,Windy,Expert,10,29.5,40.1
T1061,Demolition,Sunny,Expert,5,87.5,85.8
T1062,Demolition,Sunny,Intermediate,1,89.0,88.2
T1063,Grading,Cloudy,Intermediate,5,34.9,42.6
T1064,Trenching,Sunny,Expert,1,44.0,41.6
T1065,Trenching,Cloudy,Beginner,9,50.5,67.2
T1066,Grading,Sunny,Intermediate,7,42.2,43.8
T1067,Earth Excavation,Sunny,Beginner,3,65.0,72.8
T1068,Earth Excavation,Windy,Intermediate,9,65.7,73.8
T1069,Trenching,Cloudy,Intermediate,2,42.7,42.2
T1070,Trenching,Cloudy,Intermediate,7,46.8,53.4
T1071,Trenching,Sunny,Intermediate,9,51.4,57.7
T1072,Earth Excavation,Cloudy,Intermediate,6,60.5,73.6
T1073,Earth Excavation,Rainy,Intermediate,10,61.2,82.3
T1074,Earth Excavation,Rainy,Beginner,5,64.0,81.4
T1075,Demolition,Cloudy,Intermediate,7,93.4,105.2
T1076,Trenching,Rainy,Intermediate,6,47.4,64.6
T1077,Trenching,Sunny,Intermediate,5,50.8,56.0
T1078,Material Loading,Sunny,Intermediate,2,34.3,35.4
T1079,Earth Excavation,Cloudy,Intermediate,8,69.3,76.8
T1080,Demolition,Sunny,Expert,7,91.5,99.7
T1081,Grading,Cloudy,Intermediate,6,39.3,45.7
T1082,Earth Excavation,Sunny,Expert,5,62.6,60.0
T1083,Trenching,Rainy,Intermediate,5,48.5,61.3
T1084,Demolition,Cloudy,Intermediate,9,91.1,105.4
T1085,Demolition,Sunny,Intermediate,1,86.3,89.5
T1086,Material Loading,Sunny,Beginner,9,34.4,55.3
T1087,Material Loading,Sunny,Intermediate,6,30.5,35.9
T1088,Earth Excavation,Rainy,Intermediate,4,64.8,81.2
T1089,Demolition,Cloudy,Intermediate,10,90.5,100.3
T1090,Earth Excavation,Sunny,Beginner,7,59.2,72.9
T1091,Demolition,Cloudy,Beginner,9,93.3,100.8
T1092,Material Loading,Sunny,Expert,5,27.9,25.8
T1093,Material Loading,Rainy,Intermediate,5,37.5,53.8
T1094,Material Loading,Windy,Beginner,8,33.5,51.9
T1095,Earth Excavation,Sunny,Intermediate,7,61.7,65.9
T1096,Earth Excavation,Rainy,Intermediate,8,65.4,78.3
T1097,Earth Excavation,Sunny,Expert,10,67.7,76.7
T1098,Earth Excavation,Sunny,Beginner,2,61.6,71.8
T1099,Grading,Sunny,Intermediate,9,39.3,44.6
T1100,Trenching,Sunny,Expert,3,43.5,44.0
T1101,Earth Excavation,Cloudy,Beginner,6,64.9,77.4
T1102,Demolition,Sunny,Intermediate,6,97.3,98.1
T1103,Demolition,Rainy,Expert,2,90.3,98.6
T1104,Demolition,Sunny,Intermediate,7,91.0,95.0
T1105,Demolition,Sunny,Intermediate,9,95.0,95.1
T1106,Earth Excavation,Cloudy,Beginner,10,65.0,79.1
T1107,Trenching,Windy,Beginner,1,41.9,61.3
T1108,Grading,Sunny,Intermediate,8,37.5,43.6
T1109,Grading,Windy,Expert,2,41.4,41.4
T1110,Earth Excavation,Rainy,Intermediate,1,56.5,75.0
T1111,Grading,Rainy,Expert,8,36.9,47.6
T1112,Earth Excavation,Rainy,Expert,2,58.2,65.8
T1113,Earth Excavation,Sunny,Intermediate,6,60.4,70.7
T1114,Material Loading,Sunny,Intermediate,6,31.7,35.7
T1115,Material Loading,Rainy,Intermediate,5,33.8,50.0
T1116,Material Loading,Sunny,Expert,8,37.9,43.3
T1117,Earth Excavation,Windy,Expert,3,62.1,64.4
T1118,Demolition,Sunny,Beginner,10,92.9,110.7
T1119,Earth Excavation,Sunny,Intermediate,4,66.6,68.2
T1120,Earth Excavation,Cloudy,Intermediate,7,57.3,65.2
T1121,Demolition,Sunny,Expert,7,95.5,96.9
T1122,Demolition,Rainy,Beginner,8,90.9,118.5
T1123,Demolition,Cloudy,Intermediate,2,90.8,96.1
T1124,Grading,Windy,Expert,2,37.7,50.0
T1125,Material Loading,Cloudy,Intermediate,4,27.2,39.6
T1126,Material Loading,Cloudy,Intermediate,10,35.4,49.2
T1127,Earth Excavation,Cloudy,Beginner,9,65.2,79.6
T1128,Trenching,Windy,Intermediate,10,54.4,63.3
T1129,Trenching,Sunny,Intermediate,9,57.6,71.1
T1130,Earth Excavation,Sunny,Expert,4,57.3,60.2
T1131,Grading,Sunny,Intermediate,9,43.8,42.9
T1132,Material Loading,Sunny,Intermediate,3,31.4,35.4
T1133,Earth Excavation,Cloudy,Intermediate,5,60.1,66.6
T1134,Earth Excavation,Cloudy,Intermediate,10,66.1,74.7
T1135,Grading,Rainy,Intermediate,9,35.6,57.6
T1136,Earth Excavation,Sunny,Expert,6,59.3,61.6
T1137,Demolition,Cloudy,Expert,3,86.3,90.6
T1138,Material Loading,Sunny,Intermediate,10,36.6,53.3
T1139,Material Loading,Cloudy,Intermediate,9,35.5,39.7
T1140,Material Loading,Rainy,Beginner,6,30.6,56.2
T1141,Grading,Sunny,Expert,4,41.6,40.9
T1142,Trenching,Sunny,Beginner,4,45.0,52.9
T1143,Material Loading,Sunny,Expert,8,37.8,34.8
T1144,Material Loading,Cloudy,Intermediate,7,33.9,49.6
T1145,Earth Excavation,Windy,Expert,1,58.5,66.4
T1146,Demolition,Cloudy,Expert,6,92.7,87.2
T1147,Grading,Sunny,Expert,8,35.2,35.9
T1148,Material Loading,Sunny,Intermediate,3,32.2,41.8
T1149,Demolition,Cloudy,Intermediate,9,94.6,106.7
T1150,Demolition,Cloudy,Intermediate,10,96.6,107.3
T1151,Grading,Sunny,Expert,2,38.6,35.1
T1152,Grading,Sunny,Beginner,6,38.3,53.5
T1153,Grading,Cloudy,Expert,1,31.1,35.7
T1154,Grading,Sunny,Expert,2,38.8,39.9
T1155,Material Loading,Sunny,Intermediate,5,32.5,35.4
T1156,Grading,Sunny,Expert,1,29.8,31.1
T1157,Earth Excavation,Rainy,Intermediate,8,64.9,94.6
T1158,Demolition,Cloudy,Intermediate,1,91.7,96.5
T1159,Demolition,Windy,Intermediate,9,93.4,106.9
T1160,Earth Excavation,Rainy,Intermediate,10,64.4,82.8
T1161,Grading,Rainy,Expert,3,34.7,41.8
T1162,Earth Excavation,Sunny,Intermediate,2,62.2,69.0
T1163,Trenching,Rainy,Intermediate,1,45.9,57.0
T1164,Grading,Sunny,Intermediate,9,36.8,37.8
T1165,Earth Excavation,Rainy,Expert,4,66.9,85.3
T1166,Grading,Sunny,Beginner,1,33.5,43.1
T1167,Grading,Sunny,Expert,1,27.4,23.9
T1168,Material Loading,Sunny,Intermediate,7,32.1,43.1
T1169,Earth Excavation,Sunny,Intermediate,2,64.1,67.0
T1170,Trenching,Sunny,Intermediate,7,47.9,52.8
T1171,Material Loading,Sunny,Intermediate,7,28.6,45.5
T1172,Demolition,Windy,Expert,10,91.9,106.6
T1173,Material Loading,Sunny,Intermediate,9,31.3,48.6
T1174,Earth Excavation,Rainy,Expert,7,61.8,74.8
T1175,Material Loading,Cloudy,Beginner,1,29.7,43.3
T1176,Material Loading,Windy,Intermediate,8,35.5,41.5
T1177,Grading,Rainy,Expert,8,39.4,51.5
T1178,Earth Excavation,Cloudy,Expert,4,62.5,62.8
T1179,Grading,Sunny,Intermediate,8,44.3,50.0
T1180,Material Loading,Sunny,Intermediate,4,34.6,44.3
T1181,Demolition,Sunny,Intermediate,8,96.3,105.7
T1182,Trenching,Cloudy,Intermediate,5,42.1,48.8
T1183,Material Loading,Cloudy,Expert,4,29.7,28.4
T1184,Demolition,Sunny,Expert,6,88.2,88.2
T1185,Earth Excavation,Sunny,Intermediate,2,58.7,67.9
T1186,Demolition,Cloudy,Expert,2,93.4,89.0
T1187,Grading,Sunny,Intermediate,2,34.8,43.7
T1188,Earth Excavation,Rainy,Intermediate,9,67.7,75.5
T1189,Trenching,Cloudy,Intermediate,10,52.1,62.9
T1190,Grading,Cloudy,Intermediate,3,36.7,41.6
T1191,Earth Excavation,Cloudy,Intermediate,10,68.3,83.6
T1192,Material Loading,Cloudy,Intermediate,4,36.1,42.9
T1193,Trenching,Rainy,Intermediate,10,51.4,70.9
T1194,Material Loading,Cloudy,Intermediate,8,34.7,44.9
T1195,Earth Excavation,Rainy,Expert,4,63.9,71.9
T1196,Demolition,Sunny,Intermediate,10,90.8,104.7
T1197,Demolition,Sunny,Beginner,10,94.6,112.4
T1198,Demolition,Sunny,Expert,7,93.4,95.4
T1199,Grading,Sunny,Expert,5,36.4,36.0
T1200,Earth Excavation,Rainy,Expert,9,62.1,78.3
T1201,Grading,Cloudy,Intermediate,4,40.0,48.5
T1202,Earth Excavation,Sunny,Beginner,3,62.0,66.4
T1203,Earth Excavation,Sunny,Intermediate,2,61.8,67.4
T1204,Trenching,Windy,Beginner,1,49.8,67.0
T1205,Material Loading,Sunny,Expert,6,32.4,34.1
T1206,Grading,Rainy,Intermediate,10,38.8,51.3
T1207,Grading,Rainy,Intermediate,2,40.1,43.5
T1208,Trenching,Rainy,Intermediate,8,44.5,63.8
T1209,Earth Excavation,Sunny,Intermediate,6,63.2,70.8
T1210,Demolition,Sunny,Expert,5,90.3,87.5
T1211,Trenching,Sunny,Intermediate,2,46.9,51.9
T1212,Trenching,Rainy,Intermediate,7,50.2,61.5
T1213,Earth Excavation,Rainy,Intermediate,2,62.9,74.6
T1214,Grading,Sunny,Intermediate,5,40.6,46.9
T1215,Grading,Cloudy,Beginner,2,35.2,42.3
T1216,Earth Excavation,Cloudy,Intermediate,10,64.4,74.5
T1217,Earth Excavation,Sunny,Intermediate,2,62.6,68.7
T1218,Grading,Rainy,Expert,7,41.2,51.4
T1219,Material Loading,Cloudy,Expert,9,30.6,40.2
T1220,Earth Excavation,Sunny,Expert,5,63.4,60.9
T1221,Demolition,Sunny,Expert,7,92.3,91.4
T1222,Earth Excavation,Rainy,Intermediate,4,62.3,79.9
T1223,Trenching,Windy,Beginner,2,44.9,62.2
T1224,Demolition,Cloudy,Intermediate,3,89.3,95.2
T1225,Trenching,Rainy,Expert,2,42.9,56.9
T1226,Material Loading,Cloudy,Expert,5,32.0,35.8
T1227,Trenching,Sunny,Expert,6,49.1,46.0
T1228,Earth Excavation,Cloudy,Beginner,7,61.7,74.9
T1229,Demolition,Rainy,Expert,3,95.1,106.8
T1230,Trenching,Sunny,Intermediate,4,54.4,58.5
T1231,Demolition,Cloudy,Beginner,8,95.2,106.9
T1232,Earth Excavation,Rainy,Intermediate,4,61.9,82.2
T1233,Earth Excavation,Sunny,Beginner,7,60.8,74.5
T1234,Earth Excavation,Windy,Intermediate,6,64.1,77.6
T1235,Material Loading,Sunny,Intermediate,7,37.9,46.0
T1236,Trenching,Sunny,Intermediate,1,51.3,55.8
T1237,Demolition,Sunny,Intermediate,3,95.7,99.9
T1238,Material Loading,Cloudy,Expert,6,35.5,42.8
T1239,Demolition,Cloudy,Intermediate,3,92.7,96.6
T1240,Earth Excavation,Sunny,Intermediate,7,60.4,68.1
T1241,Demolition,Cloudy,Expert,9,94.2,101.3
T1242,Grading,Sunny,Expert,3,35.9,31.3
T1243,Grading,Cloudy,Beginner,1,35.2,53.2
T1244,Grading,Rainy,Intermediate,10,37.8,51.0
T1245,Grading,Sunny,Intermediate,6,40.3,48.6
T1246,Material Loading,Windy,Beginner,1,29.7,46.2
T1247,Earth Excavation,Sunny,Intermediate,1,59.4,66.2
T1248,Earth Excavation,Sunny,Expert,8,61.9,68.4
T1249,Demolition,Rainy,Intermediate,9,95.2,106.4
T1250,Material Loading,Windy,Expert,2,35.5,32.7
T1251,Grading,Sunny,Expert,9,39.5,44.4
T1252,Material Loading,Sunny,Expert,5,33.3,35.1
T1253,Earth Excavation,Sunny,Intermediate,8,69.8,78.6
T1254,Earth Excavation,Rainy,Expert,7,67.1,85.5
T1255,Grading,Sunny,Intermediate,7,40.3,40.1
T1256,Trenching,Cloudy,Intermediate,4,48.6,64.0
T1257,Earth Excavation,Windy,Beginner,2,59.2,73.2
T1258,Material Loading,Rainy,Beginner,5,30.4,53.3
T1259,Earth Excavation,Sunny,Expert,3,61.9,63.6
T1260,Material Loading,Sunny,Intermediate,9,35.0,49.3
T1261,Earth Excavation,Sunny,Intermediate,6,60.5,69.4
T1262,Grading,Windy,Intermediate,1,37.6,45.3
T1263,Trenching,Sunny,Intermediate,3,45.7,54.2
T1264,Trenching,Sunny,Beginner,4,50.4,59.8
T1265,Earth Excavation,Cloudy,Expert,9,64.3,67.2
T1266,Earth Excavation,Sunny,Beginner,6,62.6,76.2
T1267,Trenching,Cloudy,Intermediate,4,44.2,53.5
T1268,Material Loading,Sunny,Intermediate,1,28.0,28.3
T1269,Material Loading,Cloudy,Intermediate,8,38.0,53.0
T1270,Trenching,Windy,Intermediate,2,46.8,49.8
T1271,Grading,Cloudy,Intermediate,8,40.2,51.0
T1272,Demolition,Windy,Expert,6,97.8,97.5
T1273,Grading,Sunny,Intermediate,8,35.0,45.1
T1274,Earth Excavation,Rainy,Beginner,6,65.0,87.1
T1275,Material Loading,Rainy,Intermediate,5,27.7,39.7
T1276,Earth Excavation,Rainy,Expert,5,61.2,61.8
T1277,Earth Excavation,Sunny,Intermediate,10,61.6,74.2
T1278,Demolition,Sunny,Beginner,10,97.6,115.7
T1279,Earth Excavation,Sunny,Expert,8,58.3,60.7
T1280,Material Loading,Sunny,Intermediate,7,32.8,34.9
T1281,Material Loading,Sunny,Intermediate,8,30.5,40.4
T1282,Grading,Cloudy,Beginner,8,36.4,55.2
T1283,Material Loading,Sunny,Beginner,7,31.4,42.9
T1284,Earth Excavation,Sunny,Intermediate,2,65.0,61.8
T1285,Trenching,Rainy,Intermediate,9,48.5,73.2
T1286,Material Loading,Rainy,Intermediate,7,38.7,63.4
T1287,Earth Excavation,Cloudy,Intermediate,6,68.8,80.2
T1288,Trenching,Rainy,Intermediate,9,55.8,68.4
T1289,Earth Excavation,Sunny,Expert,1,60.3,53.8
T1290,Earth Excavation,Cloudy,Expert,2,61.6,54.7
T1291,Trenching,Rainy,Expert,1,46.6,57.4
T1292,Earth Excavation,Sunny,Beginner,10,63.9,75.9
T1293,Material Loading,Rainy,Beginner,3,32.8,46.4
T1294,Grading,Windy,Intermediate,5,34.7,53.2
T1295,Grading,Sunny,Intermediate,1,29.9,33.7
T1296,Earth Excavation,Sunny,Expert,4,64.1,66.2
T1297,Earth Excavation,Sunny,Intermediate,8,63.0,72.0
T1298,Earth Excavation,Sunny,Intermediate,6,60.1,71.4
T1299,Material Loading,Sunny,Intermediate,1,27.9,30.8
T1300,Grading,Rainy,Intermediate,1,40.0,52.4
T1301,Earth Excavation,Sunny,Beginner,3,62.9,68.1
T1302,Demolition,Windy,Intermediate,10,90.4,103.5
T1303,Earth Excavation,Cloudy,Intermediate,8,60.4,70.4
T1304,Material Loading,Rainy,Expert,8,33.1,49.2
T1305,Grading,Cloudy,Beginner,3,37.9,47.7
T1306,Demolition,Sunny,Expert,7,91.1,88.6
T1307,Grading,Rainy,Expert,3,36.0,50.6
T1308,Grading,Cloudy,Intermediate,4,37.3,40.7
T1309,Trenching,Cloudy,Expert,9,49.9,50.9
T1310,Grading,Cloudy,Beginner,4,29.8,42.2
T1311,Earth Excavation,Sunny,Expert,3,62.2,61.2
T1312,Demolition,Windy,Intermediate,5,87.3,102.9
T1313,Material Loading,Sunny,Intermediate,7,32.6,33.0
T1314,Grading,Cloudy,Intermediate,5,36.0,42.9
T1315,Trenching,Windy,Beginner,4,43.8,57.1
T1316,Material Loading,Sunny,Expert,8,36.5,44.1
T1317,Material Loading,Cloudy,Beginner,4,28.6,39.7
T1318,Grading,Sunny,Intermediate,2,34.4,39.8
T1319,Earth Excavation,Sunny,Intermediate,10,67.6,74.7
T1320,Earth Excavation,Rainy,Expert,6,61.3,70.3
T1321,Earth Excavation,Rainy,Intermediate,2,58.7,80.0
T1322,Earth Excavation,Windy,Intermediate,3,60.7,74.7
T1323,Demolition,Cloudy,Intermediate,1,92.1,98.1
T1324,Earth Excavation,Rainy,Expert,5,66.8,79.9
T1325,Demolition,Cloudy,Beginner,9,91.7,108.2
T1326,Trenching,Windy,Intermediate,2,43.4,61.2
T1327,Earth Excavation,Sunny,Intermediate,7,62.7,67.6
T1328,Grading,Windy,Expert,5,38.2,45.0
T1329,Material Loading,Sunny,Intermediate,2,28.7,31.4
T1330,Material Loading,Cloudy,Intermediate,8,36.1,45.9
T1331,Material Loading,Sunny,Intermediate,6,30.2,35.4
T1332,Grading,Sunny,Expert,4,31.3,34.9
T1333,Earth Excavation,Sunny,Expert,4,63.6,59.7
T1334,Demolition,Cloudy,Intermediate,2,92.9,102.1
T1335,Demolition,Sunny,Intermediate,3,94.6,100.5
T1336,Material Loading,Sunny,Intermediate,7,27.5,37.2
T1337,Earth Excavation,Rainy,Beginner,3,59.5,82.6
T1338,Grading,Windy,Intermediate,5,36.7,34.7
T1339,Earth Excavation,Sunny,Intermediate,10,70.3,77.3
T1340,Earth Excavation,Sunny,Intermediate,6,62.5,67.9
T1341,Earth Excavation,Sunny,Expert,6,59.0,54.9
T1342,Material Loading,Sunny,Intermediate,4,32.9,42.2
T1343,Demolition,Cloudy,Intermediate,6,96.9,108.8
T1344,Grading,Cloudy,Intermediate,3,39.8,44.4
T1345,Grading,Rainy,Intermediate,7,40.2,63.4
T1346,Trenching,Sunny,Intermediate,7,49.3,60.8
T1347,Trenching,Cloudy,Intermediate,4,40.2,52.7
T1348,Trenching,Rainy,Intermediate,2,46.1,58.1
T1349,Demolition,Cloudy,Expert,7,94.0,97.5
T1350,Earth Excavation,Cloudy,Expert,3,61.0,60.5
T1351,Demolition,Cloudy,Intermediate,1,92.6,95.7
T1352,Material Loading,Rainy,Beginner,2,30.5,53.9
T1353,Trenching,Sunny,Intermediate,10,48.9,55.4
T1354,Grading,Windy,Intermediate,9,42.6,61.1
T1355,Material Loading,Rainy,Intermediate,8,32.8,49.2
T1356,Demolition,Rainy,Expert,6,93.2,103.9
T1357,Demolition,Sunny,Expert,6,95.7,99.7
T1358,Trenching,Rainy,Expert,1,42.5,56.1
T1359,Earth Excavation,Rainy,Intermediate,2,57.6,75.0
T1360,Material Loading,Sunny,Expert,4,36.1,30.1
T1361,Demolition,Sunny,Expert,3,89.7,88.7
T1362,Earth Excavation,Rainy,Intermediate,1,62.6,76.3
T1363,Material Loading,Cloudy,Intermediate,8,28.7,43.8
T1364,Material Loading,Rainy,Expert,7,26.0,36.0
T1365,Grading,Sunny,Intermediate,4,38.1,53.3
T1366,Earth Excavation,Cloudy,Intermediate,9,64.1,69.5
T1367,Grading,Sunny,Intermediate,4,38.1,45.5
T1368,Demolition,Sunny,Intermediate,1,96.1,97.6
T1369,Earth Excavation,Sunny,Intermediate,10,61.3,71.2
T1370,Earth Excavation,Sunny,Expert,1,60.6,61.6
T1371,Demolition,Sunny,Intermediate,1,94.9,98.2
T1372,Earth Excavation,Sunny,Intermediate,1,57.2,68.1
T1373,Demolition,Sunny,Beginner,4,90.2,102.7
T1374,Material Loading,Sunny,Intermediate,1,25.2,29.0
T1375,Earth Excavation,Rainy,Beginner,2,67.7,86.6
T1376,Demolition,Rainy,Beginner,4,85.4,108.2
